Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
498,40.03416824,498,107.3250656,498,34.73320007,498,64.91107178,498,65.34616852,498,34.25603104,
497,39.8736763,497,107.2150955,497,34.75765991,497,64.92828369,497,65.33926392,497,34.26435089,
496,39.72876358,496,107.0777435,496,34.74403763,496,64.90320587,496,65.34046173,496,34.27519989,
495,39.57954025,495,106.9661407,495,34.77191162,495,64.88874054,495,65.32016754,495,34.27761841,
494,39.43287277,494,106.8257599,494,34.77363968,494,64.88935852,494,65.31066132,494,34.29020691,
493,39.28308105,493,106.686615,493,34.78821564,493,64.87104034,493,65.29135132,493,34.30345154,
492,39.13859558,492,106.5394058,492,34.78460693,492,64.89502716,492,65.27523041,492,34.31568527,
491,38.99983597,491,106.3915405,491,34.81759262,491,64.86395264,491,65.26609802,491,34.32078171,
490,38.86273956,490,106.2321548,490,34.82304382,490,64.8562851,490,65.26221466,490,34.34037399,
489,38.72837067,489,106.0687637,489,34.83769226,489,64.83564758,489,65.25304413,489,34.34887695,
488,38.59671783,488,105.8947067,488,34.85042572,488,64.82474518,488,65.24440002,488,34.36386108,
487,38.46310806,487,105.7289352,487,34.84307098,487,64.81863403,487,65.2328186,487,34.36966324,
486,38.33866882,486,105.5495148,486,34.85194016,486,64.77881622,486,65.22534943,486,34.37929535,
485,38.2123642,485,105.3677444,485,34.85631943,485,64.79003143,485,65.20405579,485,34.38640213,
484,38.0795784,484,105.1648712,484,34.86845779,484,64.76185608,484,65.20407867,484,34.39959717,
483,37.96300888,483,104.9630432,483,34.88372421,483,64.75984192,483,65.19791412,483,34.41709518,
482,37.8394165,482,104.7760849,482,34.88714218,482,64.73962402,482,65.17957306,482,34.43121719,
481,37.70851898,481,104.5735474,481,34.91113281,481,64.73693085,481,65.16650391,481,34.43741608,
480,37.58779907,480,104.3577576,480,34.91308975,480,64.71408081,480,65.16253662,480,34.45196915,
479,37.46750641,479,104.1463623,479,34.9419136,479,64.71708679,479,65.14199829,479,34.47288513,
478,37.34682846,478,103.9361115,478,34.9275856,478,64.69573975,478,65.12747192,478,34.47999191,
477,37.22023773,477,103.7200089,477,34.96588516,477,64.70799255,477,65.11275482,477,34.4805069,
476,37.10272598,476,103.5041809,476,34.96473694,476,64.686409,476,65.10174561,476,34.49943924,
475,36.96474838,475,103.2701874,475,34.96293259,475,64.69228363,475,65.09263611,475,34.51202011,
474,36.84862518,474,103.0604935,474,34.99518204,474,64.64524078,474,65.07608795,474,34.52578735,
473,36.71922684,473,102.825798,473,34.99907303,473,64.64484406,473,65.06987,473,34.53544617,
472,36.59535217,472,102.6063232,472,35.00840759,472,64.63553619,472,65.03482056,472,34.55713272,
471,36.46593094,471,102.3751602,471,35.00730515,471,64.60366821,471,65.03057861,471,34.56822586,
470,36.33335495,470,102.1316986,470,35.03355408,470,64.59168243,470,65.01717377,470,34.57652664,
469,36.20847702,469,101.9006042,469,35.04302597,469,64.60185242,469,65.01038361,469,34.58842468,
468,36.0888176,468,101.6402512,468,35.03872299,468,64.57717133,468,64.99953461,468,34.6024437,
467,35.96139145,467,101.4114532,467,35.0411644,467,64.53337097,467,64.97492981,467,34.61601257,
466,35.83552933,466,101.1399002,466,35.07748795,466,64.53049469,466,64.96788788,466,34.63191605,
465,35.70046616,465,100.8914566,465,35.08581161,465,64.5408783,465,64.96304321,465,34.63935471,
464,35.58000946,464,100.6205826,464,35.10242462,464,64.52246094,464,64.96025085,464,34.65184402,
463,35.45098495,463,100.346138,463,35.1399231,463,64.5054245,463,64.94937897,463,34.67478943,
462,35.34114456,462,100.0864716,462,35.14432144,462,64.49373627,462,64.91273499,462,34.68481445,
461,35.22347641,461,99.80145264,461,35.12969208,461,64.48660278,461,64.89070892,461,34.70042419,
460,35.11572266,460,99.52624512,460,35.16628647,460,64.44501495,460,64.88471985,460,34.69942093,
459,34.99414444,459,99.23777771,459,35.18968582,459,64.45278931,459,64.86545563,459,34.71260071,
458,34.90324402,458,98.92680359,458,35.15045547,458,64.40224457,458,64.85242462,458,34.73436737,
457,34.79812622,457,98.61921692,457,35.18358994,457,64.42793274,457,64.83280945,457,34.74285507,
456,34.70458984,456,98.29199982,456,35.2219162,456,64.39651489,456,64.84152222,456,34.7629509,
455,34.61201859,455,97.95514679,455,35.21022034,455,64.35155487,455,64.82155609,455,34.78620148,
454,34.52756119,454,97.62373352,454,35.24716949,454,64.37368011,454,64.79190826,454,34.7863884,
453,34.46030426,453,97.27285767,453,35.2477684,453,64.35158539,453,64.78421021,453,34.80980301,
452,34.39552307,452,96.93228912,452,35.2737999,452,64.32476807,452,64.76050568,452,34.81949234,
451,34.33177185,451,96.56509399,451,35.27157974,451,64.31119537,451,64.75778198,451,34.84505463,
450,34.27949524,450,96.21618652,450,35.28923416,450,64.31652069,450,64.72411346,450,34.84400177,
449,34.22639084,449,95.82692719,449,35.28845978,449,64.28398132,449,64.72367859,449,34.8576889,
448,34.1773262,448,95.43946075,448,35.31564331,448,64.29646301,448,64.70046997,448,34.88724136,
447,34.14041519,447,95.03024292,447,35.33932114,447,64.27523804,447,64.69710541,447,34.90293503,
446,34.11189651,446,94.62670135,446,35.32500458,446,64.22370148,446,64.68508148,446,34.91974258,
445,34.08312607,445,94.23553467,445,35.35063171,445,64.23902893,445,64.64521027,445,34.92700958,
444,34.0622139,444,93.82765961,444,35.35516739,444,64.18531799,444,64.62710571,444,34.93671036,
443,34.03739166,443,93.41363525,443,35.34284973,443,64.18793488,443,64.61252594,443,34.95119095,
442,34.014534,442,92.98011017,442,35.42668533,442,64.18834686,442,64.61171722,442,34.96800232,
441,34.00572968,441,92.5737381,441,35.42566681,441,64.16156006,441,64.58692169,441,34.98377991,
440,33.97166061,440,92.16686249,440,35.42655182,440,64.12488556,440,64.54803467,440,34.97740173,
439,33.96336746,439,91.74475098,439,35.39604568,439,64.110466,439,64.52700806,439,35.00536346,
438,33.93685532,438,91.31692505,438,35.43066025,438,64.06020355,438,64.52573395,438,35.03473282,
437,33.89547729,437,90.90366364,437,35.44658279,437,64.05973816,437,64.49423218,437,35.04273224,
436,33.86686707,436,90.4963913,436,35.45765686,436,64.00695038,436,64.46781158,436,35.04136276,
435,33.83934784,435,90.11737823,435,35.4560318,435,64.0129776,435,64.43740845,435,35.06128311,
434,33.78232574,434,89.68740082,434,35.50041199,434,63.91824341,434,64.41864777,434,35.08271027,
433,33.70774841,433,89.31719208,433,35.49353027,433,63.9597702,433,64.37641907,433,35.09050369,
432,33.62997818,432,88.92637634,432,35.4744072,432,63.91421127,432,64.32883453,432,35.09596252,
431,33.5608139,431,88.58354187,431,35.48934937,431,63.79888153,431,64.25154877,431,35.08950043,
430,33.44374466,430,88.21645355,430,35.53135681,430,63.77602386,430,64.14592743,430,35.0563736,
429,33.33857346,429,87.8751297,429,35.44002914,429,63.54494858,429,63.97138214,429,35.0152359,
428,33.22039795,428,87.52735138,428,35.3420639,428,63.2973671,428,63.72189331,428,34.93791962,
