Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
646,18.32134819,646,134.9205475,646,33.73456573,646,66.01787567,646,66.45724487,646,33.26488113,
645,18.66153526,645,134.6443329,645,33.72488403,645,66.01761627,645,66.45950317,645,33.26643372,
644,19.02247047,644,134.352356,644,33.74302673,644,65.99718475,644,66.45931244,644,33.2749176,
643,19.39693451,643,134.0605316,643,33.75223541,643,66.00785828,643,66.44830322,643,33.27735138,
642,19.79628181,642,133.7399445,642,33.74816132,642,66.0098114,642,66.43855286,642,33.2857666,
641,20.21836472,641,133.4081879,641,33.76574707,641,65.98619843,641,66.43520355,641,33.28152847,
640,20.65211678,640,133.0633545,640,33.75148773,640,65.9713974,640,66.42527008,640,33.28737259,
639,21.10142517,639,132.690567,639,33.76620102,639,65.96660614,639,66.43415833,639,33.29455185,
638,21.56158829,638,132.3226318,638,33.77329254,638,65.97754669,638,66.42242432,638,33.2977829,
637,22.03467751,637,131.9425964,637,33.77347183,637,65.96572876,637,66.4305954,637,33.30489349,
636,22.51758385,636,131.5629883,636,33.78210831,636,65.97676849,636,66.4260788,636,33.31087112,
635,22.99721718,635,131.1873779,635,33.78769302,635,65.97852325,635,66.41314697,635,33.31467056,
634,23.48386574,634,130.820816,634,33.79951096,634,65.97506714,634,66.40802002,634,33.31615829,
633,23.97518539,633,130.4571381,633,33.79589081,633,65.96326447,633,66.39904785,633,33.32027817,
632,24.44748497,632,130.0814514,632,33.79679108,632,65.96818542,632,66.3992691,632,33.32472229,
631,24.91136742,631,129.7272797,631,33.81292343,631,65.95272064,631,66.39451599,631,33.3275528,
630,25.37252808,630,129.3875885,630,33.81067276,630,65.95418549,630,66.38967133,630,33.33232498,
629,25.80338669,629,129.0655975,629,33.80580521,629,65.95000458,629,66.38233948,629,33.33856964,
628,26.21579742,628,128.7649231,628,33.83521652,628,65.97058868,628,66.38406372,628,33.3443718,
