Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
501,40.47943497,501,107.6182098,501,34.72332764,501,65.03340149,501,65.41964722,501,34.23919296,
500,40.32220459,500,107.5107193,500,34.72122574,500,64.99729156,500,65.41385651,500,34.2497673,
499,40.16719818,499,107.4097977,499,34.73861694,499,65.00259399,499,65.39872742,499,34.25645065,
498,40.00659943,498,107.2885513,498,34.76377869,498,65.01452637,498,65.40313721,498,34.27180099,
497,39.86291504,497,107.1801453,497,34.75143051,497,64.99971771,497,65.37755585,497,34.27621841,
496,39.71067429,496,107.040062,496,34.76729584,496,64.97454071,496,65.3780899,496,34.2945137,
495,39.56567764,495,106.9164047,495,34.7770462,495,64.94978333,495,65.36647797,495,34.30158615,
494,39.41556549,494,106.7772141,494,34.79609299,494,64.97392273,494,65.36057281,494,34.31702423,
493,39.27111816,493,106.649353,493,34.8422699,493,64.94347382,493,65.33995056,493,34.3260231,
492,39.13232422,492,106.4920044,492,34.80687332,492,64.91893005,492,65.33604431,492,34.33910751,
491,38.98630142,491,106.3480759,491,34.81494904,491,64.89030457,491,65.31274414,491,34.35055923,
490,38.84607315,490,106.1920166,490,34.8400383,490,64.92734528,490,65.3054657,490,34.36215973,
489,38.71826935,489,106.0258408,489,34.83913422,489,64.87866211,489,65.30310059,489,34.36455154,
488,38.57843399,488,105.8600159,488,34.8486824,488,64.89962006,488,65.29719543,488,34.38355637,
487,38.45124817,487,105.6828156,487,34.84509277,487,64.86196899,487,65.2808609,487,34.3963089,
486,38.31785583,486,105.4981003,486,34.87218857,486,64.86411285,486,65.28453827,486,34.40816879,
485,38.19300842,485,105.3247604,485,34.87217331,485,64.84293365,485,65.26300812,485,34.41050339,
484,38.06662369,484,105.1220169,484,34.90048981,484,64.84234619,484,65.25674438,484,34.43180084,
483,37.93650818,483,104.9246902,483,34.91647339,483,64.81858826,483,65.24295044,483,34.45223618,
482,37.81312943,482,104.7345276,482,34.9274025,482,64.82654572,482,65.22305298,482,34.45626068,
481,37.6933403,481,104.5266037,481,34.90865707,481,64.81351471,481,65.21934509,481,34.4616394,
480,37.56821823,480,104.3344498,480,34.94711685,480,64.80750275,480,65.19908905,480,34.47513962,
479,37.44297409,479,104.1128616,479,34.95464325,479,64.78076935,479,65.19735718,479,34.48648453,
478,37.33835602,478,103.9055786,478,34.95174789,478,64.73675537,478,65.17617798,478,34.50201035,
477,37.20996857,477,103.6901016,477,34.9619751,477,64.74315643,477,65.17094421,477,34.50966644,
476,37.08624268,476,103.4775391,476,34.96643829,476,64.74468994,476,65.14846039,476,34.52381134,
475,36.9563446,475,103.2462158,475,34.98184204,475,64.72386932,475,65.13700867,475,34.53266144,
474,36.83338928,474,103.0276031,474,34.97699738,474,64.73136139,474,65.11761475,474,34.5455246,
473,36.70515442,473,102.7951965,473,35.02671051,473,64.68572235,473,65.10693359,473,34.55668259,
472,36.57352448,472,102.5540848,472,35.04003143,472,64.70321655,472,65.09962463,472,34.5771904,
471,36.44888687,471,102.3256149,471,35.0409317,471,64.67848206,471,65.07919312,471,34.59244537,
470,36.32252884,470,102.1009827,470,35.06550598,470,64.68281555,470,65.0682373,470,34.60154724,
469,36.20040894,469,101.8637161,469,35.05089951,469,64.6453476,469,65.05731964,469,34.60263062,
468,36.06507874,468,101.6180191,468,35.07413101,468,64.63899231,468,65.04349518,468,34.62200165,
467,35.93686295,467,101.3697968,467,35.08963776,467,64.62260437,467,65.02832794,467,34.63052368,
466,35.81435776,466,101.1184692,466,35.08173752,466,64.59449005,466,65.01641846,466,34.64855576,
465,35.68600845,465,100.8655396,465,35.10851288,465,64.58995056,465,64.99404144,465,34.65862656,
464,35.55444336,464,100.5996704,464,35.13767242,464,64.58375549,464,64.98622894,464,34.67144394,
463,35.43361664,463,100.3219757,463,35.16058731,463,64.58553314,463,64.97592926,463,34.69623184,
462,35.31223679,462,100.0501175,462,35.13547134,462,64.56416321,462,64.9573288,462,34.70349121,
461,35.20699692,461,99.77464294,461,35.11291885,461,64.52609253,461,64.9356308,461,34.7158432,
460,35.08659744,460,99.47976685,460,35.18004608,460,64.55103302,460,64.92617035,460,34.73677826,
459,34.9789238,459,99.18145752,459,35.1746788,459,64.51889038,459,64.90355682,459,34.74304199,
458,34.88312912,458,98.8997879,458,35.18760681,458,64.49858093,458,64.88284302,458,34.75783157,
457,34.78446579,457,98.5737381,457,35.21086502,457,64.46562195,457,64.88219452,457,34.777668,
456,34.68546677,456,98.25151062,456,35.21482849,456,64.48518372,456,64.88180542,456,34.78554916,
455,34.60390472,455,97.93107605,455,35.24179077,455,64.42763519,455,64.83601379,455,34.80911255,
454,34.51440048,454,97.58698273,454,35.27312469,454,64.43636322,454,64.83403778,454,34.81578064,
453,34.43719864,453,97.25048828,453,35.25527573,453,64.45175934,453,64.81585693,453,34.83309937,
452,34.37585831,452,96.90003204,452,35.28653717,452,64.39421082,452,64.80871582,452,34.84605789,
451,34.31703568,451,96.54911804,451,35.2901535,451,64.37619019,451,64.77161407,451,34.84698105,
450,34.25244522,450,96.16782379,450,35.32707214,450,64.35956573,450,64.76470184,450,34.88151932,
449,34.20235443,449,95.79324341,449,35.29218292,449,64.40229034,449,64.74732971,449,34.88962936,
448,34.16897583,448,95.41142273,448,35.29880905,448,64.31057739,448,64.7338562,448,34.89632797,
447,34.12632751,447,95.01773834,447,35.3534584,447,64.33616638,447,64.71046448,447,34.91498947,
446,34.10111237,446,94.61785889,446,35.34795761,446,64.34542847,446,64.69889832,446,34.94071198,
445,34.07365799,445,94.20826721,445,35.34667969,445,64.26561737,445,64.69223022,445,34.93952942,
444,34.03349686,444,93.79626465,444,35.4032402,444,64.35030365,444,64.68569183,444,34.9634819,
443,34.02180481,443,93.37641907,443,35.37998962,443,64.25948334,443,64.66719818,443,34.97545242,
442,34.00713348,442,92.95342255,442,35.39382553,442,64.24732971,442,64.64147949,442,34.99792099,
441,33.98955917,441,92.55451202,441,35.37615967,441,64.23620605,441,64.60919952,441,35.00683975,
440,33.96722412,440,92.1383667,440,35.42509842,440,64.1924057,440,64.5982666,440,35.01296997,
439,33.95471573,439,91.70419312,439,35.43862534,439,64.16909027,439,64.58079529,439,35.02877045,
438,33.91848373,438,91.28688049,438,35.45068741,438,64.16802216,438,64.56406403,438,35.05290604,
437,33.8934021,437,90.86475372,437,35.45836258,437,64.15226746,437,64.54309845,437,35.07373428,
436,33.8513298,436,90.46780396,436,35.47720718,436,64.12917328,436,64.50173187,436,35.0729599,
435,33.8158989,435,90.05583191,435,35.48194504,435,64.08443451,435,64.47976685,435,35.10338593,
434,33.74681854,434,89.65112305,434,35.47885513,434,64.05764771,434,64.46751404,434,35.10267639,
433,33.69091415,433,89.27798462,433,35.50740814,433,64.0579071,433,64.42025757,433,35.1099205,
432,33.61643982,432,88.87840271,432,35.52394867,432,63.96640015,432,64.41370392,432,35.13059235,
431,33.51241684,431,88.53835297,431,35.53088379,431,63.97774124,431,64.31249237,431,35.09944534,
430,33.44223404,430,88.18872833,430,35.48340607,430,63.77377319,430,64.20588684,430,35.09950638,
429,33.31735611,429,87.82095337,429,35.4382782,429,63.59613419,429,64.05255127,429,35.06396866,
428,33.21134949,428,87.49921417,428,35.36580658,428,63.33337402,428,63.78107834,428,34.97075272,
